rating_review,review_full
5,"Had a great meal in nyc with great service provided by gaurav sharma, ashok, rajneesh and sumit. Thanks for providing amazing service guys."
5,We went to NYC RADISON in Mahipal Pur Delhi. The food was good.good variety. But the service by Mr Sumit Kumar and Mr Ashok was very good. Very attentive and quick. They made our day memorable. Thanks to them. Thanks NYC.
5,"Rajneesh Singh Ashok- his service in Dinning was super duper, very humble and always smiling.... Overall super duper"
5,"We had an excellent time staying at the Radisson Blu Plaza! Special shout out to Sumit and Ashok for extending their hospitality towards us and making us feel like we’re sitting at home! They even made us special brownies with a cute sign for our tea blog! Highly recommend!!! Upon our arrival all our luggage was sanitized, temperatures were checked. The dinner and breakfast buffet were delicious with tons of variety! All in all, a great experience."
5,I and my family is very satisfied with your service and food and is very happy to have function at your place......
5,"Kylin is a name that's synonymous to good Asian cuisine in Delhi NCR. But then, it's an open secret, that it takes more than good food to make it a fine dining experience. Something that's served hot and fresh at Kylin Experience, Holiday Inn, Mayur Vihar. We were at this place for lunch recently. And to say, we were impressed much, will be pretty much an understatement. On a pleasant Saturday afternoon, we headed to this pretty place for a late lunch. Going ahead with Chef Harish's suggestions, we didn't bother to flip through the exhaustive menu. So, this was our order for the day. Seafood Tom Yum Soup Seafood & Chicken Dimsums Lamb Bulgogi Braised Pork Belly Fried Rice Noodles Fried Ice Cream The weather was just right for a hot bowl of Tom Yum soup. The zing of the spiciness added a delectable flavour to the preparation. And also, since it was a clear soup with the flavours and freshness of the ingredients intact, it actually revved up our appetite for the dishes that were to follow. If you're planning a visit to this place in this weather, ask for a bowl of this soup. The dimsums, both the chicken and the seafood ones, had a generous filling and had a melt in mouth encasing. To satiate our curiosity, we were explained by Chef Siddharth, that the presence of rice starch made the encasing much softer without leaving those irritating bits sticking to our teeth. Splendid, we say. The star of the afternoon was the teppanyaki preparation, Lamb Bulgogi. Also, the fact that we had the chance to witness the dish being made, right in front of us, made it all the more special and delicious. Subtle flavours, just the right amount of juiciness and the perfect texture of chewiness made the preparation just right. The Pork Belly, wasn't far behind. Being partial towards pork, my favourite meat, maybe was a reason for me to go for extra helpings of the preparation. But that no where goes on to imply that it wasn't a superb preparation. The fact that the belly fat wasn't left too stubborn and was easy to cut with a fork and chewed, made the preparation all the more delicious. If you're a pork lover, chances are you will like this one. And when we had the above preparations with the fried rice and noodles, we were happy souls from inside. Go for it. The fried ice cream brought a sweet ending to our meal. Here, maybe we got too busy clicking the pictures of the ice cream and so, we had a bit of watery cream instead of the 'ice' cream. Nonetheless, it was good. Though I won't list it amongst the best ones I had, it was not bad either. Now, to this good food, add a couple of more things. The impeccable service of the entire staff, with a smile on their faces and utter promptness. Thanks to the supervision of ever-warm, witty and thorough professional, Mr. Ashish Saxena, it's difficult to find one grey area when it came to the service at the Kylin. Here, another person calls for a special mention. Executive Chef Siddharth Sarma. Affable and easy to strike a conversation, Chef Siddharth will delight you every now and then, with one trivia or the other. A reflection of his talent, the sharing of trivia, goes on to make your meal taste all the more delicious. It's noteworthy that Chef Siddharth and Chef Harish have a team in place that ensures that you have some of the best Asian meals in town. And these two aspects come together, along with the good food, to offer you an absolute fine-dining experience. Go ahead, relish the experience, with some 'delish' preparations."
5,"Have been a frequent visitor here and I must say, the only Asian dining option in the vicinity. Sagar and Girish are very pleasant hosts and have got something new to offer everytime. Aniket has a good team working with him that ensures delight everytime. To top it up excellent palate pleasing delicacies. Thanks and Regards "
5,"This is probably the 10th visit.  Love the food. Love the ambience... In short if you crave asian, Kylin is the answer...."
5,Thank you very much! It was nice to visit this place! Nice very well cooked food! Nice place to meet friends!
5,"After a busy week through Delhi and Pune I just needed to unwind on a Friday evening. Normally I don’t stay in Hotel but I was tired and decided to try Kylin. I am really glad I did , happy hour till 8 really friendly and attentive staff ( thanks Aniket) and IPL on big screen . Magic"
2,The food is below average and the staff is very very laid back .saw the staff eating while the guests are there .the food is over priced and the quality is very poor .
5,"With so many of kylins in Delhi NCR now, they got 2 outlets of kylin express, 3 outlets of kylin experience, a kylin skybar, kylin premier and wanchai by kylin. I was here at the kylin experience in holiday in hotel in mayur vihar, though I have been to the other outlets too, not all of them but a few, other than this. As my experience at the other outlets was exceptionally good, so there wasn't supposed to be any sort of doubt for trying out this one. Kylin experience serves chinese, Japanese, Thai and Asian cuisine food. They also got a full bar at the outlet, though I just had one beer, so not to mention of any cocktail. But yeah, food was succulent so I will mention a few dishes to not to miss here. Dishes be; kafir lime spring rolls, honey chilli lotus stem, veg tempura, stir fried vegetables (asparagus, snow peas, lotus stem etc), thai green curry and hakka noodles. Other things that I tried here were veg dimsums, Tom yam soup (veg) and the ice cream platter of 3 different ice creams. Rest, service and staff was good, very prompt servicing and friendly staff. Ambience too was very soothing."
5,"The Kylin experience will definitely give you the lifetime experience especially if you're a sushi fan. This outlet is located in the premises of The Holiday Inn hotel. The space is huge with both inside and outside seatings. The super cushiony sofas and well spaced seating arrangements add to the class. Bar counter is huge and the beautiful chandeliers add to the beauty of the whole decor. I ordered the following items: Garlic chilli fish - Cooked to percection the aroma of dish along with its taste was very impressive. Wok tossed chicken with bullet chillies - I ain't a chilli person but I really loved how the overall dish was prepared. The chicken was crunchy on outside and was really scrumptious and gooey on inside. Chicken and coriander seiw mai - I'm a big time dumpling fan. The covering was well cooked and enough sticky with delectable chicken filling. Chicken and coriander crystal - These dumplings were served in proper wooden boxes and it's essence was so enticing. My mouth is already watering with a thought of it. SUSHIS: Dragon roll - It was super creamy and delicious. I felt I was on cloud 9 after gulping it. It contained salmon, tuna, avocado. Prawn California roll - It was no less with crunchy prawn filling inside the rice roll. And tasted amazing with the dips Philadelphia roll - To the vegetarians surprise, this one contains avocado and cheese. This is no less when it comes to appetising you. DESSERT: Fried ice cream spring roll - This was one very unique item with fried spring rolls stuffed with in house vanilla ice cream. My dessert couldn't have tasted better with this yummy hot and cold combo The service was bang on quick and staff was very courteous. The chef especially came to address us and took a feedback which was a nice gesture. It was totally a heart throbbing experience. I'm definitely coming back here again."
5,"Visited this in September for a family dinner. We loved the food and service here. The interiors were great too!  The starters were quite tasty, we specially the veg ones.  A must try place :) "
4,"If you are a Sushi fan, then The Kylin Experience will surely give you a delightful experience. And it is not just about Sushi but a variety of Pan Asian delicacies having a lip smacking taste. A restaurant under Holiday Inn, my whole experience had to be an awesome one, from interiors to service to food, everything was truly wonderful. On my visit here on Sunday for lunch, we tried the following- 1. Tom Kha Veg- A traditional Thai soup preparation involving coconut milk, the flavour of ginger and lemongrass added a distinct touch and felt very soothing in this weather. 2. Traditional Maki Asparagus Roll- Classic Asparagus Roll, cooked to perfection and tasted wonderful. 3. Crunchy Yasai Roll- A delight for vegetarians, consisting of avocado, cucumber and carrot along with Teriyaki. 4. Prawn California Roll- A makizushi roll with the crunchiness of delicious prawns, the fresh and crunchy prawns made it taste really delectable. 5. Chicken Satay- Grilled chicken cooked in peanut sauce with a sweet and pungent marinade giving a delightful touch. 6. Lo Han Vegetables in Spicy Garlic Sauce- Also known as ""Buddha's Delight"", it is basically assorted vegetables cooked in garlic sauce. The spicy taste was too hot to handle but tasted very yummy. 7. Chicken Bullet Chilli- Very spicy as evident by the name. Chicken pieces were cooked to perfection and the taste was definitely different from what we often eat elsewhere. 8. Stir Fried Veg Noodles- Noodles cooked along with plethora of veggies, played a perfect companion to mains dishes. # Trio Homemade Ice Cream- Homemade Ice creams with perfect amount of sweetness just as per my liking. # Chocolate Mah Jong with Ice Cream- A combination of white and dark chocolate which will excite chocolate and non-chocolate lovers alike, served along with Ice cream making it a great combo. The service and hospitality were indeed worth appreciable. Staff were really well trained and ensured we had a delightful dining experience."
5,"I was staying at the Holiday Inn so Kylin was the ground floor food outlet, fantastic is all I can say. The bar is a great place to sit and catch up over a beer with colleagues, the food selection is great. Over the course of the week we had noodles, rice, sushi, hot, cold, you name it. I was impressed with everything we ate."
5,Indeed very nice food selection and nice relaxed environment for business and family dinner. Nice layout. Enough privacy with a nice bar selection. Good options for Vegetarians as well.
5,"If you are in Delhi one should must visit Holiday inn's restaurant, Kylin Experience situated in a great location of east delhi's Mayur Vihar. You will get here one of the best asian food !! The ambiance of this place is superb too, and best suitable for family get together and team lunches and couple dinners. We had a wonderful experience, we were here to celebrate our wedding anniversary. Food was delicious, we really liked sushi, dimsums and green thai curry. The Kylin experience will definitely give you the lifetime experience especially if you are a sushi fan. The service was quick and staff was very courteous. The chef especially came to address us and took a feedback which was a nice gesture. It was a awesome experience. I'm definitely coming back here again. Highly Recommended."
5,The dinner was delicious. You have a big number of Indian and international options with good quality. The staff are very kind and polite @Sumit_Kumor The breakfast was also very good!
5,Went with my friend to have a dinner.. The food and staff are very humble and polite.... Would definety come back here with my friends and family... And will also recommend everyone to try this restaurant
5,Excellent service. Enjoyed the evening happy to be taken care by sumit & Sheetal. Wonderful experience and looking forward to next visit.
5,Happened to be here for my first anniversary dinner. It was completly a WOW experience! Splended services by Sagar (employee).. could’nt have asked for anything better. Hatsoff to the chef for delicious delicasies.. A must visit place!
5,I Just love the ambiance. Food was excellent must visit and great hospitality by Usha koranga. She was really nice and giving her outstanding service since so many years by @UshaKoranga keep it up & thanks to the amazing team.
5,"I had my dinner in kylin, love the food there special thanks to chef Harish who was take care of my food and brief me about the same. Love the ambiance "
5,We are celebrating my birthday. The ambiance of this restaurant is owsome and I food was fabulous. Personalised chef came to the table and introduce his food 
5,"I have visited Kylin numerous times over the last few years as part of a large group of people from to just myself. It's simply an enjoyable experience, my preference is the tepanyaki dishes which is cooked fresh on the grill.  It's worth mentioning that the restaurant kind of has three areas, the dining, bar and lounge where you can watch the live sports or something alternate- just ask.  Service is great too! As personal as you want it to be.  Overall a great place, highly recommended. "
5,I had visited on 14th feb the package was very good mr. Sagar has grt hospitality skills. He had given us very quick nd grt service nd i cant forget that chef special desert
4,nice new restsurant one side chinese other side japanese a fantastsice DJ who played good music was very busy for an ordinary Tuesday evening
5,"My Wife's Review: I Recently Visited this Fine Dine restaurant which is famous for its Japanese and Chinese Cuisines. I Loved the decor of the restaurant. In food I tried Veg Sushi platter, they are known for sushi so I started with Sushi only and I must tell you they actually serve amazing Sushi. Then I also tried their Broccoli Dimsums which was little sweet and delicious. In Main Course, I had their Veg Fried rice, the quality of rice was very fine and I loved it. In Desserts I had Chocolate Maha Jong, Its a Must Try if you are a chocolate lover. I was very much satisfied with the service too. I had a lovely evening and would definitely love to visit again."
5,"One of my favorite place to dining with friends and family, the food is relly tasty and delicious..the staff is verry helpful and the service is excellent all time.."
5,Love the wine display and the buffet food especially the Chinese food.Good service by Abhishek . We will definitely come again
5,We were served by Sumit Kumar. Whenether you come here please ask a table where he has his area. Very polite and kind with great service. Highly recomended. Food also great as international multicuisine dishes. We had spaghetti carbonara and veg noodles which was very tasty. Next time we will come again.
5,Awesome customer service and great food  Little pricey for Delhi but it beats running around town  We ate at the buffet
5,"The restaurant had a great variety of food from all over the world such as oriental, European, Indian, American, etc... The food was tasty and hot (temperature wise). Enjoyed eating breakfast there every morning with the family except for the slow service in getting hot tea or coffee. Otherwise it was nice. "
5,All good we really enjoyed the food . Special thanks to sumit and ashok for there service. We will join u again
5,"I stayed in Radisson only for one night but had a truly amazing experience! The staff was ready to adjust everything according to my needs - I wanted fruit and something light for breakfast at 1 pm and they were able to provide it even though they already stopped serving breakfast. I was served by a couple of people but the nicest were Saudhir, Rajneesh and Deepak (I hope I didn’t make any mistakes in the names!:). Thanks again!"
5,Excellent service given my Sudhir. We had come for our parents anniversary and Sudhir was there for us throughout with us. 5 out of 5 stars for his service.
5,Excellent food and service Special mention to Sumit and ashok for there services. Thankyou we will join you again
5,"Thank you so much for great hospitality, and good food and service was too good, all credit go to sudhir nyc. The cocktails I has it was amazing. Great place for brunch."
5,"Wow, what an amazing lunch buffet! The food was incredible and the service was superb! Sudhir, Radha, Ashok and Ajay provided amazing service. We will definitely be back!!"
5,The atmosphere at NYC is home coming.The service and cordial attitude of miss MAC and ZIMIK was commendable.The host of menu and the taste was mouth watering and I sincerely thank the staff and the cook for their dedication and keep continue the excellent work.
5,Enjoyed the dinner. Speciality is fish and chips. I think if one visits NCY they should must order fish and chips. Mr Sumit served us very well.  Amazing experience
5,NYC serves some pretty nice dishes the peshawari murg tikka was one of the best chicken dish tikka ive had that along with excellent service of Sudhir and Raneesh
5,The staff was exceptionally service oriented. Buffet was so extensive that we couldn’t even taste all the good dishes offered.
5,Had lavish and tasty buffet lunch with impeccable service from the hostess Mac. Worth visiting again.
5,Food good service excellent Annu Malik has done excellent services thank u so much for giving us special attention. Manager Ajay was also good
5,The service of Restaurant female staff Annu Malik was excellent!! She was so kind and explain menu detaily and good smile! Thanks good service.
5,Thanks a lot for the courtesy. Special mention of Mr. SUDHIR Kumar for the excellent service.  The food was excellent
5,Food was served and prepped excellently and the whole family enjoyed. Rogan Josh which is their specialty was prepared very well and is definitely a dish to be ordered. Customer satisfaction is their number one priority and they don’t disappoint. Served by Sumit Kumar. We enjoyed his presence and kindness while serving and would recommend him to anyone.
5,Eated chicken bow in the NYC. Great service by the staff mr. Abhishek. A warm eelcome by miss annu malik. So yummy food i had over there. Will catch you soon nyc team.
5,"I went for the Sunday bubble brunch and to my surprise it was only 2300 only . It was a huge spread with a very humble staff to help you go through a long meal . We were welcome by Champagne and went for the middle Eastern section which had amazing hummus and flafel . Every cuisine they had was specialized . Oriental , Indian , desserts , Italian and continental . The Buffet was a value for money considering the quality and the quantity of the varieties available . My person fav were roasted chicken , caramel custard , yellow dal , Briyani , steamed fish and chocolate fountain . Must try if staying near the Airport"
4,"This isn't a case of there are coffee shops and there are Coffee Shops. NYC ticks all the check boxes and gets its act right as a premium coffee shop. The food is quite good and they have a decent option of things to choose from. The service is quick. The ambiance is also good and not cluttered such that you have to overhear what everyone is saying. Its a good place for a quick meal alone, with someone or also a large gathering."
2,"We had a disaster service experience at the coffee shop and you do not expect this type of service from a five star category hotel, initially we order for Ice Tea which was refused on the spot saying that there is no Barmen but when we insisted it was served after 20 mins , Later on we order for Horlicks , server Dinesh took the order and after 30 mins another server came saying that Horlicks is not available, we were very much annoyed and irritated , after few mins their supervisor (Mr.Chatterjee , working there from last ten years) said that kindly wait for sometime we have open the store and it will be served within few mins. Overall Horlicks was served almost after one hour . Two months before also we were sitting and having something at the coffee shop and the table who was sitting next to us were using horrible abusive languages among themselves and they raised their voice so much that everyone can listen , but neither staff nor supervisor said anything to them , situation became so bad that we complain to Mr.Chatterjee (same supervisor, he remembers this incident ) but no action was taken and later on it was informed to the duty manager also.  Both times our experienced were totally ruined, we don't expect this type of service from a hotel Like Radisson."
5,"Our extended family of 8 chose NYC for brunch last Sunday from a plethora of choices available in south Delhi.. This hotel has some fine restaurants- the iconic Great Kabab Factory and the new, highly rated Thai restaurant Neung Roi, both of which we visit frequently. It was the first time that we had a full meal at NYC, and I must say that we were not disappointed. The spread was sumptuous- Indian, Italian/continental, Asian, Mediterranean and even a 'chaat' (spicy, uniquely Indian snacks) counter. I went for the Asian - the shredded chicken, stir fried veggies, spicy lemon fish were delightful. Others thought the sea food platter and the sushi was great, Mediterranean was good, but the north Indian was nothing exceptional. Beer was limited to Kingfisher which was fine by me but the youngsters wanted other brands. The Spanish white wine was just acceptable. Dessert choices were plenty and we indulged ourselves! Service was excellent. Of 'course', nothing comes cheap in Delhi five star hotels - the original bill was around INR 2300 per head ( fortunately we got a substantial discount being members)"
4,"We received a complimentary breakfast with our room stay which was the buffet. The breakfast had the following to offer; eggs in any way, pancakes and waffles, bacon, lots of curry options, pastries, toast, yoghurts different fruits and juices. For lunch I had the enchiladas which where huge and only £7! We also then had the dinner buffet which was about £25 including tax but was totally worth it as we spent hours there. Things they had to offer included chicken, vegetables, curries, noodles/Chinese cuisine, lots of starters and sides, cheeses and a large range of desserts. I would definitely recommend, we also had the option to charge to the room and we found this a much more enjoyable experience than having to split the bill between us all at the table and settled it later instead. We thoroughly enjoyed this place, one let down I would say though is that the alcohol is very expensive when all the different taxes are added on top. I know that alcohol in India is expensive so this wasn't too much of a problem. "
3,"Food - 4/5 . The food was delicious and well prepared. Great variety especially the chaat counter. Desserts were average though. The drinks were below par , one beer that too carling , no cocktails , couple of mocktails and no fresh juices. Service - 3/5. We came in , sat down and for a long time no one came and attended. I had to ask one of the waiters about the menu and what drinks were on offer. They did not have a drinks card which would have been better rather than the waiter explaining the drinks. They were more interested in giving out the menu prices rather than how it was laid , what all was on offer etc. No one cared to ask if we needed something , we had to ask them about everything we needed. Could have been a better experience in this regards. Ambience- 3/5. Nothing to write about just like any other five start hotel. overall the experience was good but I may not go again as it was not special . Worth a visit in case you want to have a family gettogether on a sunday."
3,"My second visit to this mostly empty (weekday lunch) restaurant that serves up chinese, japanese and thai medley of dishes. The service is attentive, the food comes quickly and is reasonably tasty even if not outstanding. Good for meetings and quiet lunches for sure in a pleasant setting. Recomended"
5,For three days of stay we took sumptuous morning breakfast here. Quality of food is really excellent. Right from fresh orange/watermelon juice we enjoyed other vegetarian food.
5,"So I went on lunch today to this amazing place which served thai Chinese and Japanese. Hospitality I don't even have to say about it- it was superb. Coming to the food part- I tried their fried ice cream with spring roll, it was soooooo delicious can't even express it in words it was one of the best thing I ever had in desserts. Coming to there sushis- I'm not a big fan of sushi but all I know is they were good and presented in a beautiful way. There chicken domains were heavenly. All in a perfect place to spend some quality time with your loved ones."
4,"Bringing the best of Oriental, Kylin Experience is one of the finest dine-in with an assortment of Chinese, Japanese and Thai retreat. With their specialized menu and especially the extra-ordinary Sushis, our weekend got overwhelmed with an astonishing visit at the outlet at Mayur Vihar. Once entered, the casual, vibrant and colorful ambiance comes into notice. The saturated and warm lighting themed with grey tone of chairs and tables are greatly synced. The food is a wonderful mélange of fresh, healthy, seasonal dishes bursting with flavors. Profounded with their menu we started off with, In FOOD we had,  ➊ GARLIC CHILI FISH.  As fresh and authentic it could be. Perfect crisp of the batter and utterly supple texture of the fish. The blend of garlic and chili was well balanced. The overall taste was appetizing.  ➋ WOK TOSSED CHICKEN WITH BULLET CHILIES.  The most favorable dish in terms of the amalgamation of chilis and finely soy sauce tossed chicken. The taste was absolutely tasteful and with added peanuts, it was alluring. The presentation, however, could have been taken more care.  ➌ CHICKEN AND CORIANDER SIEW MAI. The greatly stuffed and authentic chicken and coriander filling were astonishing. The Siew Mai batter was smooth and drooling. Finely tasted and aptly quantified.  ➍ CHICKEN AND CORIANDER CRYSTAL.  The taste was equivalent to the Siew Mai but the texture of the batter and the blend of taste was comparatively less appealing than Siew Mai.  SUSHIS. ➎ PHILADELPHIA ROLL. Salmon & Philadelphia Cheese Uramaki with Cucumber.  The color texture of the Sushi looked alluring. The Salmon tasted amazing with the sushi filling of mild-tasting fresh and simple cheese and cucumber. *HIGHLY RECOMMENDED* ➏ PRAWN CALIFORNIA ROLL.  Tempura prawn roll with lettuce, chili mayo, and Schichimi.  Prawn is always been the most the lovable ingredient and it did taste splendid in the sushi format. The prawn tempura has a fine blend of chili mayo and shichimi spice which gave a fine spicy yet tasteful quotient.  ➐ DRAGON ROLL.  Crab Stick, Salmon, Tuna, Avocado, and Cucumber with Mayonnaise and Teriyaki sauce. One of the most fantasizing variants of the sushi they offer.  The Salmon felt absolutely fresh and exquisite as an add-on in this sushi. The foremost likable quotient is that it was overwhelmed with lots of mayo and teriyaki sauce on the top which was quite drooling. *HIGHLY RECOMMENDED* ➑ FRIED ICE CREAM SPRING ROLLS.  Quite a distinctive preparation of even the simplest of recipes. The roll batter was fried and filled with cold yet drenching vanilla cream, which was astonishing overall. The taste was eventually delightful.  Moreover, the experience was quite a happiness worthy with the eccentric food menu especially their Sushis. The staffing was quite prompt. The aura and the experience altogether worked like a charm."
5,"It was quite a discovery to find this wonderful cafe in the hullabaloo of Hauz Khas village.. No pushy salesman at the front and a wondful air conditioned cafe a few floors up. I had a prawn curry and thoroughly enjoyed it and was made to feel very welcome. I was guided through the Appam menus and kept well stocked with different types of ways to eat my curry!  Certainly the perfect place amongst the bars, clubs and tacky looking restaurants for a decent cafe meal with style. I think the beautiful people of delhi come here .. It was great for people watching!"
5,"While staying at Holiday Inn, we dined at Kylin--total of 9 guests. The food was wonderful! Great dim sums, noodles and a variety of chicken dishes to please both American and Indian taste buds."
4,"I was looking for a place with a view yesterday and decided to go here basis all the good reviews. We could sit in the balcony because it was too cold so chose a table next to the window. It is a very cute place.  We ordered mulled wine, veg tacos, chicken curry and appams. This was the first time I had mulled wine and it was delicious... warm and smelt like cinnamon. The veg tacos were good but the quantity was quite less. Only 3 pcs in a plate. The chicken curry was not spicy at all. I like South Indian food because it is spicy. But it tasted nice. Good food but the menu options are less. There is only 1 chicken South Indian main course. Also, considering the quantity it is quite pricey."
4,"Was over in Delhi with work and went to the restaurant at this hotel for a meal with colleagues. food was super - especially for a hotel which can sometimes be very bland - & service was very nice. Highly recommend. this was the restaurant on the first floor, I believe there is another one up on the roof but didn't have the time to go to that one"
4,"Gone on Sunday for Brunch with family. Much more variety than expected. Starting with Indian,continental,Mediterian,Chinese,Japanese... We stated with pani puri & bhelpuri. Bhelpuri was very good. Garlic bread was superb. Humus , Hakka noodles were ok. Sweet dishes are the best specially marsh mellows dip in chocolate fountain & pumpkin nut pie. Ice creams are home made & value for money. Staff very helpful."
4,"Sunday Brunches always bring in the pleasure of waking up late on a lazy day and enjoying the vast variety of scrumptious food in an cheerful ambience. New York Café Sunday Brunch is one such inviting place to dig into some delicious food and savour on cuisines from all over world. We reached by around 1 pm, and apart from the 3 bloggers tables, almost 80 % tables were full. People were already chit-chatting over beer and mocktails and had made themselves comfortable in the lively atmosphere. The live music playing Phil Collins and Bryan Adams added to the whole mood and it just seemed like a place to be on a Beautiful Sunday Noon. The open chic restaurant has a theme based cuisine every day along with Indian cuisine which is a hit amongst Delhiites. Sunday Brunches are a mix cuisine with soup, a huge variety of salads/starters, Mezze station, Main course ( Asian/ Indian ), The Live counter ( Pizza, Pasta, Shawarma ) and of course, the wide array of western and Indian desserts! The menu seemed huge, so we decided to start right away with the salads. First on our table was served a chilled sparkling wine and white wine ! The staff courteousness and the efficient service is must mention. Our dirty plates were always replaced with the new ones every time we came to the table. The drink/ mocktail/ cocktail recommendations kept flowing and the staff seemed to enjoy their work throwing a cheerful smile throughout. And I would give a lot of the credit to the Chef Sreenivasan G who was on toes and seen everywhere around – At the live station, addressing the sous-chefs and chitchatting with guests. Humble enough to take suggestions, and thoroughly having a passion for food, he enjoys going out and trying different cuisines too! Considerate enough to make sure we tried everything on the menu, he said he makes sure his guest should never go hungry! And catering to that customer satisfaction, they have introduced a on-the-go-breakfast counter in the lobby where they keep food items like croissant, puffs, tea, coffee just outside the lift early in the morning around 5 am. We thought this idea to be brilliant, and never heard before and give a 5/5 for this thought! The salad section really looked appetizing ! There were individual portions of Cherry Tomato Gazpacho with Roasted Almonds, Asparagus and Mozarella Salad with Chilli Citrus Salsa and the “we-loved-it” Raw Mango Salad with Chilli and Honey brought in the perfect summer flavours. There were also On the Platter salads like Watermelon and feta with balsamic Caviar, Fried Eggplant with spicy Peanut and Palm Sugar Dressing but the combination of Pomelo Salad with coconut and tamarind dressing was worth a try! It was a little too tangy for our taste, yet tasted refreshing! In Non Vegetarian Salad, Maneesh loved the Prawn cocktail with Cilantro and Young onions and also the Chicken Liver Gateaux with Red Wine glaze. It was soft, flavourful and perfectly dressed ! The individual portions presentations were a treat to the eyes. From the elaborate Chaat section offering Chole kulche, Aloo tikki, Papdi Chaat, Dahi bhalla, Dhokla and even Khandvi, we tasted the Gol Gappa. The water was a little extra salty to our taste. But the ladies seem to gather around the corner and enjoying aloo tikki and Dhokla. The Mezze Section had an eclectic menu of Babganoush, Hummus Beiruty ( mixed with tomato, onions and parsley ), Mastvakhyar ( Cream Yogurt, cucumber, raisin, sesame seed and olive oil )and Lubia Bi Zayt ( Tender beans in onion, garlic, tomato and olive oil ). All of it tasted divine with the fresh and soft whole wheat pita bread. Then came on the table were crispy noodle and tofu vegetable rolls and paneer pakoras with green chutney. It was delight to see the pakoras had no sign of oil, and yet tasted great. And the pizza from the live station served all sorts of thin crust pizzas topped with chicken, pepperoni, tomato, capsicum, onion, mozzarella, Olives, Jalapenos…. There was also a wide range of choice in Pasta with sauces, but we didn’t try that. A fresh watermelon and sweet lime juice gave a good break to our eating before we went to the Main course section.  The main course variety is less as compared to the salads and others, but guess you are so full eating rest of the things that you don’t have an empty stomach to try the main course. Nevertheless, Maneesh tried the Dum Gosht Biryani and Manglorean Fish Curry and he had his fingers ( fork and spoons!!! ) licking. I tried the Tomato Pudhiney ka Pulao which I found average but the Hyderabadi Mirch ka Salan is must try! The rest of the main course menu was good too. Worth a Mention from the Live Kitchen is also The Grilled Prawn with Mango Chilli Sauce and the Chettinad Spiced Chicken Satay with tomato chutney. And then we turned to the much awaited section and we were not disappointed ! There was abundance of it. I tried all the western desserts and Maneesh tried the Indian ones and we both were drooling ! The Tiramisu, the Newyork style based cheesecake, the Mango Passion Fruit Pyramid, The Orange Crème Brulee, Walnut Tart, Pumpkin Pie everything was tasted and every single bite tasted heavenly. But recommended is the White Chocolate Strawberry Bavaroise. Not only did it look terrific, it tasted out of the world. Maneesh loved the soft gulab jamun which had a dry fruit filling inside, and also the kalakand which was fresh and sugarfree ! And yes, The Chocolate fountain with condiments and the marshmallows fondue made me a kid again. And for those calorie-watchers, there was even a wide variety of fresh fruits. We were so full that we had to skip the ice cream and the gelatos !  We definitely recommend this Buffet for the variety of cuisine, the presentation , the food preparations and the staff service. We give it a 4/5. Meal for two – INR 3500 ( Plus taxes ) Address : Radisson Blu Plaza, National Highway 8, Near IGI Airport, Mahipalpur, Delhi Phone number : 011-33036298"
